id,Attack Vector,attackComplexity,confidentialityImpact,integrityImpact,availabilityImpact,baseScore,baseSeverity,exploitabilityScore,impactScore,year,AttackVectorNumeric,ConfidentialityImpactNumeric,IntegrityImpactNumeric,BaseSeverityNumeric,AvailabilityImpactNumeric,AttackVectorEncoded
CVE-2017-12678,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-12734,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2017,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-12735,NETWORK,HIGH,HIGH,HIGH,NONE,7.4,HIGH,2.2,5.2,2017,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-12754,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-12762,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-12809,LOCAL,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.0,4.0,2017,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2017-12816,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-12817,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2017,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-12858,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-12862,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-12863,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-12864,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-12876,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-12877,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-12892,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2017,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2017-12896,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-12899,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-12902,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-12950,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-12982,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2017,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2017-12987,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-13107,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2017,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-13137,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-13139,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-13145,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-13146,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-13672,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2017,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2017-13707,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-13711,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-13715,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-13746,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-13747,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-13748,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-13749,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-13750,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-13751,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-13752,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-13755,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2017,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2017-13756,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2017,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2017-13760,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2017,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2017-13768,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-13769,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-14039,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-14040,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-14041,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-14062,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-14107,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-14120,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2017,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-14121,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2017,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2017-14122,NETWORK,LOW,HIGH,NONE,HIGH,9.1,CRITICAL,3.9,5.2,2017,0.0,0.0,1.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-14151,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-14152,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-14164,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-14167,LOCAL,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.0,6.0,2017,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2017-14175,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-14226,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-14266,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2017,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2017-14341,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-14398,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2017,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2017-14443,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2017,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-1446,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-15139,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2017,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-16252,NETWORK,LOW,NONE,HIGH,HIGH,8.1,HIGH,2.8,5.2,2017,0.0,1.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-16337,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-16348,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-16630,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-16632,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2017,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-1679,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2017,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2017-18112,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2017,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-18499,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-18508,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-18509,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2017,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2017-18514,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-18538,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-18539,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-18540,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-18551,LOCAL,LOW,HIGH,HIGH,HIGH,6.7,MEDIUM,0.8,5.9,2017,1.0,0.0,0.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2017-18559,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-18595,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2017,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2017-2816,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-2854,NETWORK,HIGH,HIGH,HIGH,HIGH,8.1,HIGH,2.2,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-2855,NETWORK,HIGH,HIGH,HIGH,HIGH,8.1,HIGH,2.2,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-2856,NETWORK,HIGH,HIGH,HIGH,HIGH,8.1,HIGH,2.2,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-2857,NETWORK,HIGH,HIGH,HIGH,HIGH,8.1,HIGH,2.2,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-2862,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2017,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2017-2870,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2017,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2017-2873,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-2874,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2017,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-2875,NETWORK,LOW,NONE,HIGH,HIGH,9.1,CRITICAL,3.9,5.2,2017,0.0,1.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-2876,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2017,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-2877,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2017,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2017-2878,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2017,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-2879,ADJACENT NETWORK,HIGH,NONE,HIGH,NONE,5.3,MEDIUM,1.6,3.6,2017,2.0,1.0,0.0,1.0,1.0,"(3,[2],[1.0])"
CVE-2017-3085,NETWORK,LOW,HIGH,NONE,NONE,7.4,HIGH,2.8,4.0,2017,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-3106,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2017,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2017-3151,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-3636,LOCAL,LOW,LOW,LOW,LOW,5.3,MEDIUM,1.8,3.4,2017,1.0,2.0,2.0,1.0,2.0,"(3,[1],[1.0])"
CVE-2017-3641,NETWORK,LOW,NONE,NONE,HIGH,4.9,MEDIUM,1.2,3.6,2017,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2017-3651,NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,2.8,1.4,2017,0.0,1.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-3653,NETWORK,HIGH,NONE,LOW,NONE,3.1,LOW,1.6,1.4,2017,0.0,1.0,2.0,3.0,1.0,"(3,[0],[1.0])"
CVE-2017-5698,LOCAL,LOW,NONE,HIGH,NONE,4.4,MEDIUM,0.8,3.6,2017,1.0,1.0,0.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2017-6594,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2017,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-6770,NETWORK,HIGH,LOW,LOW,NONE,4.2,MEDIUM,1.6,2.5,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-7533,LOCAL,HIGH,HIGH,HIGH,HIGH,7.0,HIGH,1.0,5.9,2017,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2017-7548,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2017,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2017-8040,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2017,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-8041,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2017,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2017-9095,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2017,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2017-9454,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2017,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-0409,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2018,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-0418,NETWORK,LOW,NONE,NONE,HIGH,8.6,HIGH,3.9,4.0,2018,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-0427,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-1000632,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2018,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2018-1000639,NETWORK,LOW,HIGH,HIGH,HIGH,9.6,CRITICAL,2.8,6.0,2018,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2018-10511,NETWORK,LOW,HIGH,HIGH,NONE,10.0,CRITICAL,3.9,5.8,2018,0.0,0.0,0.0,2.0,1.0,"(3,[0],[1.0])"
CVE-2018-10602,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-10606,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-10636,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-10790,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2018,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-10844,NETWORK,HIGH,HIGH,NONE,NONE,5.9,MEDIUM,2.2,3.6,2018,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-10845,NETWORK,HIGH,HIGH,NONE,NONE,5.9,MEDIUM,2.2,3.6,2018,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-10911,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2018,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2018-10913,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2018,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-10914,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2018,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2018-10926,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-10927,NETWORK,LOW,HIGH,NONE,HIGH,8.1,HIGH,2.8,5.2,2018,0.0,0.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-10928,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-10929,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-10930,NETWORK,LOW,NONE,HIGH,NONE,6.5,MEDIUM,2.8,3.6,2018,0.0,1.0,0.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-10935,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2018,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2018-11048,NETWORK,LOW,HIGH,NONE,HIGH,8.1,HIGH,2.8,5.2,2018,0.0,0.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-11054,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2018,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-11057,NETWORK,HIGH,HIGH,NONE,NONE,5.9,MEDIUM,2.2,3.6,2018,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-11058,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2018,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2018-11068,PHYSICAL,LOW,HIGH,NONE,NONE,4.6,MEDIUM,0.9,3.6,2018,3.0,0.0,1.0,1.0,1.0,"(3,[],[])"
CVE-2018-11069,NETWORK,HIGH,HIGH,NONE,NONE,5.9,MEDIUM,2.2,3.6,2018,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-11070,NETWORK,HIGH,HIGH,NONE,NONE,5.9,MEDIUM,2.2,3.6,2018,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-1139,NETWORK,HIGH,HIGH,HIGH,HIGH,8.1,HIGH,2.2,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-11653,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2018,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2018-11654,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2018,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2018-1223,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-12240,NETWORK,HIGH,HIGH,NONE,NONE,5.9,MEDIUM,2.2,3.6,2018,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-12475,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.8,2.5,2018,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-13822,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2018,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2018-13982,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2018,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2018-14599,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2018,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2018-14622,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2018,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2018-14642,NETWORK,LOW,LOW,NONE,NONE,5.3,MEDIUM,3.9,1.4,2018,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2018-14791,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2018,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2018-14797,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2018,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2018-14813,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2018,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2018-14823,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2018,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2018-1501,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2018,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2018-15120,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2018,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2018-15139,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2018,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
